University Name,University ID,Database Name,Vendor Name,Subject Area,Product Description,Source URL
University of Cambridge,U0005,Library & Information Sciences Abstracts (LISA),,,"This database currently abstracts and indexes over 440 periodicals from more than 68 countries and in more than 20 different languages. Subject coverage includes all aspects of librarianship, library users, information retrieval and more.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Library Hub Discover,,,"Library Hub Discover exposes rare and unique research material by bringing together the catalogues of major UK and Irish libraries. In a single search you can discover the holdings of the UK’s National Libraries (including the British Library), many university libraries, and specialist research libraries. This new service replaces Copac and SUNCAT, providing access to a growing range of library catalogues, with a new interface style and updated search facilities, with more changes in the pipeline.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Library of Congress Catalog,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Library of Congress Digital Collections,,,"Books and periodicals published in the United States during the nineteenth century, primarily during the second half of the century.  Subject areas are education, psychology, American history, sociology, religion, and science and technology. Also included are volumes of American poetry.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Library of Latin texts,,,"Texts of Latin literature spanning the Classical, Patristic, Medieval, and Neo-Latin periods.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Library, Information Science & Technology Abstracts",,,"This database provides coverage on subjects such as librarianship, classification, cataloging, bibliometrics, online information retrieval, information management and more. Delivered via the EBSCOhost platform, LISTA indexes more than 600 periodicals plus books, research reports, and proceedings. With coverage dating back to the mid-1960s, it is the oldest continuously produced database covering the field of information science.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Librería Latinoamericana y Caribeña de Ciencias Sociales,,,"It contains CLACSO’s 2953 Open Access books, the publishing outputs of CLACSO's 700 research institutions partners, listing several collections like Biblioteca Casa de las Americas, Biblioteca Ayacucho, Biblioteca Calas.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Libya: Records of the U.S. Department of State;1796-1885,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lidar Digimap,,,Lidar data maps the earth’s surface and is captured by firing rapid laser pulses (thousands of times per second) at the ground surface.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Life at Sea: Seafaring in the Anglo-American Maritime World 1600-1900,,,This resource brings together unique primary sources drawn from world-class maritime archives and heritage collections.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lincoln at the Bar: Extant Case Files from the U.S. District and Circuit Courts;Southern District of Illinois 1855-1861,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Linguistics and Language Behavior Abstracts (LLBA),,,"LLBA (Linguistics and Language Behavior Abstracts) currently indexes and provides abstracts for journal articles from over 1200 journals annually in all areas of language and linguistics. LLBA also includes books, book chapters, bibliographies, monographs, conference proceedings, etc. International in scope, this index covers phonetics, phonology, morphology, syntax, and semantics as well as descriptive, historical, comparative, theoretical, and geographical linguistics.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Listener Historical Archive 1929-1991,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Literary Manuscripts,,,"Complete facsimile images of 190 manuscripts of 17th and 18th century verse held in the Brotherton Collection at the University of Leeds. Includes works by Colvil, Dryden, Fairfax, Marvell, Pope, Rochester, Swift, Mrs Carter, William Mason, Thomas Yalden, Henry Lemoine, William Hutton, Frederick Howard, Joseph Trapp and Alexander Pope and others. Biographical details of key authors are available and there is a section on palaeography, providing transcriptions and alphabets of 17th century texts.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Literature Online (LION),,,"Literature Online (Lion) includes a collection of over 349,000 works of poetry, drama, and prose with complementary reference and critical resources. Literature Online's primary texts include English poetry from 600 to the present, American and African-American poetry from 1603 to the present, The Faber Poetry Library, English drama from 1280 to 1915, and English prose from 1500 to 1900, among others. Secondary sources include the Annual Bibliography of English Language and Literature from 1920 onward, with links to articles in JSTOR, LIFT, a literary journal index with full text of selected articles, the King James Bible, Webster's Dictionary, links to selected Web resources, and biographical information.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Literature;Culture and Society in Depression Era America: Archives of the Federal Writers' Project,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Literaturnaia gazeta digital archive,,,A weekly cultural and political newspaper,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Lived Places Publishing ebooks (Intersections: Identity & Place, 2023-2025)",,,"Ebooks from Lived Places Publishing's ""Intersections: Identity & Place"" 2023-2025 collections, comprising a growing body of titles across the arts, humanities and social sciences, which explore the intersection of social identity and place.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Location register of 20th century English literary manuscripts,,,"The Location Register has become established as a standard reference source for the study of English literature. It includes information about the manuscript holdings of British and Irish repositories of all sizes, from the British Library to small-town museums, and about literary authors of all genres, from major poets to minor science fiction writers and romantic novelists. Enid Blyton, Marie Corelli and Ruby M. Ayres are included in the same way as Doris Lessing, Dorothy M. Richardson and Virginia Woolf.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Loeb Classical Library,,,"The digital Loeb Classical Library is a fully searchable, perpetually growing virtual library of all that is important in Greek and Latin literature: epic and lyric poetry; tragedy and comedy; history, travel, philosophy, and oratory; and the great medical writers and mathematicians. Key features include: Single- and dual-language reading modes; bookmarking and annotation features; tools for sharing bookmarks and annotations; Greek keyboard; user account and My Loeb content saved in perpetuity; intuitive search and browse; Inclusion of every Loeb volume in print; and regular uploading of new and revised volumes.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,London Review of Books,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Los Angeles Sentinel‎  (1934-2005),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,LWW Total Access Collection with Neurology,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lyell Collection (Geological Society Publications),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Ma'agarim: the Hebrew Language Historical Dictionary Project,,,"The dictionary now covers thousands of Hebrew works from the Dead Sea Scrolls to the eleventh century, and is constantly being expanded. It can be used to search for all occurrences of a Hebrew root, work, form, or expression, in all or some subset of the corpus. The texts can be read online in full, according to the best manuscripts, long with variant versions and bibliography.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Macmillan Cabinet Papers, 1957-1963",,,"Users of the Macmillan Cabinet Papers On-Line have access to nearly 30,000 images of original documents from the Macmillan administration (January 1957-October 1963) as well as materials from the first three months of the Douglas-Home administration (October-December 1963). Complete coverage of Cabinet Conclusions (CAB 128) and Memoranda (CAB 129) are supplemented with materials selected from the Prime Minister’s Private Office (PREM 11) and from two Cabinet Committees (CAB 134). From the opening page, a Help section provides information about effective searching, while a Contents section permits browsing of materials by document number and date, and provides links to document indexes, lists of government officials, and five “editorial essays” dealing with aspects of the Macmillan administration. (Those using this material intensively will want to look at information concerning source selection and indexing found in the ""Publisher’s Note"" in this area). There are also ""Subject"" and ""People"" indexes.",https://libguides.cam.ac.uk/az/databases
